,0
2178,"indepedantly,independently"
2179,"indepedence,independence"
2180,"independance,independence"
2181,"independant,independent"
2182,"independantly,independently"
2183,"independece,independence"
2184,"independendet,independent"
2185,"indespensable,indispensable"
2186,"indespensible,indispensable"
2187,"indictement,indictment"
2188,"indigineous,indigenous"
2189,"indipendence,independence"
2190,"indipendent,independent"
2191,"indipendently,independently"
2192,"indispensible,indispensable"
2193,"indisputible,indisputable"
2194,"indisputibly,indisputably"
2195,"indite,indict"
2196,"individualy,individually"
2197,"indpendent,independent"
2198,"indpendently,independently"
2199,"indulgue,indulge"
2200,"indutrial,industrial"
2201,"indviduals,individuals"
2202,"inefficienty,inefficiently"
2203,"inevatible,inevitable"
2204,"inevitible,inevitable"
2205,"inevititably,inevitably"
2206,"infalability,infallibility"
2207,"infallable,infallible"
2208,"infectuous,infectious"
2209,"infered,inferred"
2210,"infilitrate,infiltrate"
2211,"infilitrated,infiltrated"
2212,"infilitration,infiltration"
2213,"infinit,infinite"
2214,"inflamation,inflammation"
2215,"influencial,influential"
2216,"influented,influenced"
2217,"infomation,information"
2218,"informtion,information"
2219,"infrantryman,infantryman"
2220,"infrigement,infringement"
2221,"ingenius,ingenious"
2222,"ingreediants,ingredients"
2223,"inhabitans,inhabitants"
2224,"inherantly,inherently"
2225,"inheritage,heritage,"
2226,inheritance
2227,"inheritence,inheritance"
2228,"inital,initial"
2229,"initally,initially"
2230,"initation,initiation"
2231,"initiaitive,initiative"
2232,"inlcuding,including"
2233,"inmigrant,immigrant"
2234,"inmigrants,immigrants"
2235,"innoculated,inoculated"
2236,"inocence,innocence"
2237,"inofficial,unofficial"
2238,"inot,into"
2239,"inpeach,impeach"
2240,"inpending,impending"
2241,"inpenetrable,impenetrable"
2242,"inpolite,impolite"
2243,"inprisonment,imprisonment"
2244,"inproving,improving"
2245,"insectiverous,insectivorous"
2246,"insensative,insensitive"
2247,"inseperable,inseparable"
2248,"insistance,insistence"
2249,"insitution,institution"
2250,"insitutions,institutions"
2251,"inspite,in"
2252,"spite,"
2253,inspire
2254,"instade,instead"
2255,"instatance,instance"
2256,"institue,institute"
2257,"instuction,instruction"
2258,"instuments,instruments"
2259,"instutionalized,institutionalized"
2260,"instutions,institutions,"
2261,intuitions
2262,"insurence,insurance"
2263,"intelectual,intellectual"
2264,"inteligence,intelligence"
2265,"inteligent,intelligent"
2266,"intenational,international"
2267,"intented,intended,"
2268,indented
2269,"intepretation,interpretation"
2270,"intepretator,interpretor"
2271,"interational,international"
2272,"interbread,interbreed,"
2273,interbred
2274,"interchangable,interchangeable"
2275,"interchangably,interchangeably"
2276,"intercontinential,intercontinental"
2277,"intercontinetal,intercontinental"
2278,"intered,interred,"
2279,interned
2280,"interelated,interrelated"
2281,"interferance,interference"
2282,"interfereing,interfering"
2283,"intergrated,integrated"
2284,"intergration,integration"
2285,"interm,interim"
2286,"internation,international"
2287,"interpet,interpret"
2288,"interrim,interim"
2289,"interrugum,interregnum"
2290,"intertaining,entertaining"
2291,"interupt,interrupt"
2292,"intervines,intervenes"
2293,"intevene,intervene"
2294,"intial,initial"
2295,"intially,initially"
2296,"intrduced,introduced"
2297,"intrest,interest"
2298,"introdued,introduced"
2299,"intruduced,introduced"
2300,"intrument,instrument"
2301,"intrumental,instrumental"
2302,"intruments,instruments"
2303,"intrusted,entrusted"
2304,"intutive,intuitive"
2305,"intutively,intuitively"
2306,"inudstry,industry"
2307,"inumerable,enumerable,"
2308,innumerable
2309,"inventer,inventor"
2310,"invertibrates,invertebrates"
2311,"investingate,investigate"
2312,"involvment,involvement"
2313,"irelevent,irrelevant"
2314,"iresistable,irresistible"
2315,"iresistably,irresistibly"
2316,"iresistible,irresistible"
2317,"iresistibly,irresistibly"
2318,"iritable,irritable"
2319,"iritated,irritated"
2320,"ironicly,ironically"
2321,"irregardless,regardless"
2322,"irrelevent,irrelevant"
2323,"irreplacable,irreplaceable"
2324,"irresistable,irresistible"
2325,"irresistably,irresistibly"
2326,"Israelies,Israelis"
2327,"issueing,issuing"
2328,"itnroduced,introduced"
2329,"iunior,junior"
2330,"iwll,will"
2331,"iwth,with"
2332,"Janurary,January"
2333,"Januray,January"
2334,"Japanes,Japanese"
2335,"jeapardy,jeopardy"
2336,"jewllery,jewellery"
2337,"Johanine,Johannine"
2338,"jorunal,journal"
2339,"Jospeh,Joseph"
2340,"jouney,journey"
2341,"journied,journeyed"
2342,"journies,journeys"
2343,"jstu,just"
2344,"jsut,just"
2345,"Juadaism,Judaism"
2346,"Juadism,Judaism"
2347,"judical,judicial"
2348,"judisuary,judiciary"
2349,"juducial,judicial"
2350,"juristiction,jurisdiction"
2351,"juristictions,jurisdictions"
2352,"kindergarden,kindergarten"
2353,"klenex,kleenex"
2354,"knifes,knives"
2355,"knive,knife"
2356,"knowlege,knowledge"
2357,"knowlegeable,knowledgeable"
2358,"knwo,know"
2359,"knwos,knows"
2360,"konw,know"
2361,"konws,knows"
2362,"kwno,know"
2363,"labatory,lavatory,"
2364,laboratory
2365,"labled,labelled,"
2366,labeled
2367,"labratory,laboratory"
2368,"laguage,language"
2369,"laguages,languages"
2370,"laparascopic,laparoscopic"
2371,"larg,large"
2372,"largst,largest"
2373,"larrry,larry"
2374,"lastr,last"
2375,"lattitude,latitude"
2376,"launchs,launch,"
2377,launches
2378,"launhed,launched"
2379,"lavae,larvae"
2380,"layed,laid"
2381,"lazyness,laziness"
2382,"leage,league"
2383,"leanr,lean,"
2384,"learn,"
2385,leaner
2386,"leathal,lethal"
2387,"lefted,left"
2388,"legitamate,legitimate"
2389,"legitmate,legitimate"
2390,"leibnitz,leibniz"
2391,"lenght,length"
2392,"leran,learn"
2393,"lerans,learns"
2394,"leutenant,lieutenant"
2395,"levetate,levitate"
2396,"levetated,levitated"
2397,"levetates,levitates"
2398,"levetating,levitating"
2399,"levle,level"
2400,"liasion,liaison"
2401,"liason,liaison"
2402,"liasons,liaisons"
2403,"libary,library"
2404,"libell,libel"
2405,"libguistic,linguistic"
2406,"libguistics,linguistics"
2407,"libitarianisn,libertarianism"
2408,"lible,libel,"
2409,liable
2410,"lieing,lying"
2411,"liek,like"
2412,"liekd,liked"
2413,"liesure,leisure"
2414,"lieuenant,lieutenant"
2415,"lieved,lived"
2416,"liftime,lifetime"
2417,"lightyear,light"
2418,year
2419,"lightyears,light"
2420,years
2421,"likelyhood,likelihood"
2422,"linnaena,linnaean"
2423,"lippizaner,lipizzaner"
2424,"liquify,liquefy"
2425,"liscense,license,"
2426,licence
2427,"lisence,license,"
2428,licence
2429,"lisense,license,"
2430,licence
2431,"listners,listeners"
2432,"litature,literature"
2433,"literaly,literally"
2434,"literture,literature"
2435,"littel,little"
2436,"litterally,literally"
2437,"liuke,like"
2438,"livley,lively"
2439,"lmits,limits"
2440,"loev,love"
2441,"lonelyness,loneliness"
2442,"longitudonal,longitudinal"
2443,"lonley,lonely"
2444,"lonly,lonely,"
2445,only
2446,"loosing,losing"
2447,"lotharingen,lothringen"
2448,"lsat,last"
2449,"lukid,likud"
2450,"lveo,love"
2451,"lvoe,love"
2452,"Lybia,Libya"
2453,"maching,machine,"
2454,"marching,"
2455,matching
2456,"mackeral,mackerel"
2457,"magasine,magazine"
2458,"magizine,magazine"
2459,"magisine,magazine"
2460,"magincian,magician"
2461,"magnificient,magnificent"
2462,"magolia,magnolia"
2463,"mailny,mainly"
2464,"maintainance,maintenance"
2465,"maintainence,maintenance"
2466,"maintance,maintenance"
2467,"maintenence,maintenance"
2468,"maintinaing,maintaining"
2469,"maintioned,mentioned"
2470,"majoroty,majority"
2471,"maked,marked,"
2472,made
2473,"makse,makes"
2474,"Malcom,Malcolm"
2475,"maltesian,Maltese"
2476,"mamal,mammal"
2477,"mamalian,mammalian"
2478,"managable,manageable,"
2479,manageably
2480,"managment,management"
2481,"maneouvre,manoeuvre"
2482,"maneouvred,manoeuvred"
2483,"maneouvres,manoeuvres"
2484,"maneouvring,manoeuvring"
2485,"manisfestations,manifestations"
2486,"manoeuverability,maneuverability"
2487,"manouver,maneuver,"
2488,manoeuvre
2489,"manouverability,maneuverability,"
2490,"manoeuvrability,"
2491,manoeuverability
2492,"manouverable,maneuverable,"
2493,manoeuvrable
2494,"manouvers,maneuvers,"
2495,manoeuvres
2496,"mantained,maintained"
2497,"manuever,maneuver,"
2498,manoeuvre
2499,"manuevers,maneuvers,"
2500,manoeuvres
2501,"manufacturedd,manufactured"
2502,"manufature,manufacture"
2503,"manufatured,manufactured"
2504,"manufaturing,manufacturing"
2505,"manuver,maneuver"
2506,"mariage,marriage"
2507,"marjority,majority"
2508,"markes,marks"
2509,"marketting,marketing"
2510,"marmelade,marmalade"
2511,"marrage,marriage"
2512,"marraige,marriage"
2513,"marrtyred,martyred"
2514,"marryied,married"
2515,"Massachussets,Massachusetts"
2516,"Massachussetts,Massachusetts"
2517,"massmedia,mass"
2518,media
2519,"masterbation,masturbation"
2520,"mataphysical,metaphysical"
2521,"materalists,materialist"
2522,"mathamatics,mathematics"
2523,"mathematican,mathematician"
2524,"mathematicas,mathematics"
2525,"matheticians,mathematicians"
2526,"mathmatically,mathematically"
2527,"mathmatician,mathematician"
2528,"mathmaticians,mathematicians"
2529,"mccarthyst,mccarthyist"
2530,"mchanics,mechanics"
2531,"meaing,meaning"
2532,"meaninng,meaning"
2533,"mear,wear,"
2534,"mere,"
2535,mare
2536,"mechandise,merchandise"
2537,"medacine,medicine"
2538,"medeival,medieval"
2539,"medevial,medieval"
2540,"mediciney,mediciny"
2541,"medievel,medieval"
2542,"mediterainnean,mediterranean"
2543,"Mediteranean,Mediterranean"
2544,"meerkrat,meerkat"
2545,"melieux,milieux"
2546,"membranaphone,membranophone"
2547,"memeber,member"
2548,"menally,mentally"
2549,"meranda,veranda,"
2550,Miranda
2551,"mercentile,mercantile"
2552,"messanger,messenger"
2553,"messenging,messaging"
2554,"metalic,metallic"
2555,"metalurgic,metallurgic"
2556,"metalurgical,metallurgical"
2557,"metalurgy,metallurgy"
2558,"metamorphysis,metamorphosis"
2559,"metaphoricial,metaphorical"
2560,"meterologist,meteorologist"
2561,"meterology,meteorology"
2562,"methaphor,metaphor"
2563,"methaphors,metaphors"
2564,"Michagan,Michigan"
2565,"micoscopy,microscopy"
2566,"midwifes,midwives"
2567,"mileau,milieu"
2568,"milennia,millennia"
2569,"milennium,millennium"
2570,"mileu,milieu"
2571,"miliary,military"
2572,"miligram,milligram"
2573,"milion,million"
2574,"miliraty,military"
2575,"millenia,millennia"
2576,"millenial,millennial"
2577,"millenialism,millennialism"
2578,"millenium,millennium"
2579,"millepede,millipede"
2580,"millioniare,millionaire"
2581,"millitant,militant"
2582,"millitary,military"
2583,"millon,million"
2584,"miltary,military"
2585,"minature,miniature"
2586,"minerial,mineral"
2587,"ministery,ministry"
2588,"minsitry,ministry"
2589,"minstries,ministries"
2590,"minstry,ministry"
2591,"minumum,minimum"
2592,"mirrorred,mirrored"
2593,"miscelaneous,miscellaneous"
2594,"miscellanious,miscellaneous"
2595,"miscellanous,miscellaneous"
2596,"mischeivous,mischievous"
2597,"mischevious,mischievous"
2598,"mischievious,mischievous"
2599,"misdameanor,misdemeanor"
2600,"misdameanors,misdemeanors"
2601,"misdemenor,misdemeanor"
2602,"misdemenors,misdemeanors"
2603,"misfourtunes,misfortunes"
2604,"misile,missile"
2605,"Misouri,Missouri"
2606,"mispell,misspell"
2607,"mispelled,misspelled"
2608,"mispelling,misspelling"
2609,"missen,mizzen"
2610,"Missisipi,Mississippi"
2611,"Missisippi,Mississippi"
2612,"missle,missile"
2613,"missonary,missionary"
2614,"misterious,mysterious"
2615,"mistery,mystery"
2616,"misteryous,mysterious"
2617,"mkae,make"
2618,"mkaes,makes"
2619,"mkaing,making"
2620,"mkea,make"
2621,"moderm,modem"
2622,"modle,model"
2623,"moent,moment"
2624,"moeny,money"
2625,"mohammedans,muslims"
2626,"moleclues,molecules"
2627,"momento,memento"
2628,"monestaries,monasteries"
2629,"monestary,monastery,"
2630,monetary
2631,"monickers,monikers"
2632,"monolite,monolithic"
2633,"Monserrat,Montserrat"
2634,"montains,mountains"
2635,"montanous,mountainous"
2636,"Montnana,Montana"
2637,"monts,months"
2638,"montypic,monotypic"
2639,"moreso,more,"
2640,more
2641,so
2642,"morgage,mortgage"
2643,"Morisette,Morissette"
2644,"Morrisette,Morissette"
2645,"morroccan,moroccan"
2646,"morrocco,morocco"
2647,"morroco,morocco"
2648,"mortage,mortgage"
2649,"mosture,moisture"
2650,"motiviated,motivated"
2651,"mounth,month"
2652,"movei,movie"
2653,"movment,movement"
2654,"mroe,more"
2655,"mucuous,mucous"
2656,"muder,murder"
2657,"mudering,murdering"
2658,"muhammadan,muslim"
2659,"multicultralism,multiculturalism"
2660,"multipled,multiplied"
2661,"multiplers,multipliers"
2662,"munbers,numbers"
2663,"muncipalities,municipalities"
2664,"muncipality,municipality"
2665,"munnicipality,municipality"
2666,"muscels,mussels,"
2667,muscles
2668,"muscial,musical"
2669,"muscician,musician"
2670,"muscicians,musicians"
2671,"mutiliated,mutilated"
2672,"myraid,myriad"
2673,"mysef,myself"
2674,"mysogynist,misogynist"
2675,"mysogyny,misogyny"
2676,"mysterous,mysterious"
2677,"Mythraic,Mithraic"
2678,"naieve,naive"
2679,"Naploeon,Napoleon"
2680,"Napolean,Napoleon"
2681,"Napoleonian,Napoleonic"
2682,"naturaly,naturally"
2683,"naturely,naturally"
2684,"naturual,natural"
2685,"naturually,naturally"
2686,"Nazereth,Nazareth"
2687,"neccesarily,necessarily"
2688,"neccesary,necessary"
2689,"neccessarily,necessarily"
2690,"neccessary,necessary"
2691,"neccessities,necessities"
2692,"necesarily,necessarily"
2693,"necesary,necessary"
2694,"necessiate,necessitate"
2695,"neglible,negligible"
2696,"negligable,negligible"
2697,"negociate,negotiate"
2698,"negociation,negotiation"
2699,"negociations,negotiations"
2700,"negotation,negotiation"
2701,"neice,niece,"
2702,nice
2703,"neigborhood,neighborhood"
2704,"neigbour,neighbour,"
2705,neighbor
2706,"neigbourhood,neighbourhood"
2707,"neigbouring,neighbouring,"
2708,neighboring
2709,"neigbours,neighbours,"
2710,neighbors
2711,"neolitic,neolithic"
2712,"nessasarily,necessarily"
2713,"nessecary,necessary"
2714,"nestin,nesting"
2715,"neverthless,nevertheless"
2716,"newletters,newsletters"
2717,"nickle,nickel"
2718,"nightime,nighttime"
2719,"nineth,ninth"
2720,"ninteenth,nineteenth"
2721,"ninties,1990s"
2722,"ninty,ninety"
2723,"nkow,know"
2724,"nkwo,know"
2725,"nmae,name"
2726,"noncombatents,noncombatants"
2727,"nonsence,nonsense"
2728,"nontheless,nonetheless"
2729,"noone,no"
2730,one
2731,"norhern,northern"
2732,"northen,northern"
2733,"northereastern,northeastern"
2734,"notabley,notably"
2735,"noteable,notable"
2736,"noteably,notably"
2737,"noteriety,notoriety"
2738,"noth,north"
2739,"nothern,northern"
2740,"noticable,noticeable"
2741,"noticably,noticeably"
2742,"noticeing,noticing"
2743,"noticible,noticeable"
2744,"notwhithstanding,notwithstanding"
2745,"noveau,nouveau"
2746,"Novermber,November"
2747,"nowdays,nowadays"
2748,"nowe,now"
2749,"nto,not"
2750,"nucular,nuclear"
2751,"nuculear,nuclear"
2752,"nuisanse,nuisance"
2753,"Nullabour,Nullarbor"
2754,"numberous,numerous"
2755,"Nuremburg,Nuremberg"
2756,"nusance,nuisance"
2757,"nutritent,nutrient"
2758,"nutritents,nutrients"
2759,"nuturing,nurturing"
2760,"obediance,obedience"
2761,"obediant,obedient"
2762,"obession,obsession"
2763,"obssessed,obsessed"
2764,"obstacal,obstacle"
2765,"obstancles,obstacles"
2766,"obstruced,obstructed"
2767,"ocasion,occasion"
2768,"ocasional,occasional"
2769,"ocasionally,occasionally"
2770,"ocasionaly,occasionally"
2771,"ocasioned,occasioned"
2772,"ocasions,occasions"
2773,"ocassion,occasion"
2774,"ocassional,occasional"
2775,"ocassionally,occasionally"
2776,"ocassionaly,occasionally"
2777,"ocassioned,occasioned"
2778,"ocassions,occasions"
2779,"occaison,occasion"
2780,"occassion,occasion"
2781,"occassional,occasional"
2782,"occassionally,occasionally"
2783,"occassionaly,occasionally"
2784,"occassioned,occasioned"
2785,"occassions,occasions"
2786,"occationally,occasionally"
2787,"occour,occur"
2788,"occurance,occurrence"
2789,"occurances,occurrences"
2790,"occured,occurred"
2791,"occurence,occurrence"
2792,"occurences,occurrences"
2793,"occuring,occurring"
2794,"occurr,occur"
2795,"occurrance,occurrence"
2796,"occurrances,occurrences"
2797,"octohedra,octahedra"
2798,"octohedral,octahedral"
2799,"octohedron,octahedron"
2800,"ocuntries,countries"
2801,"ocuntry,country"
2802,"ocurr,occur"
2803,"ocurrance,occurrence"
2804,"ocurred,occurred"
2805,"ocurrence,occurrence"
2806,"offcers,officers"
2807,"offcially,officially"
2808,"offereings,offerings"
2809,"offical,official"
2810,"offically,officially"
2811,"officals,officials"
2812,"officaly,officially"
2813,"officialy,officially"
2814,"offred,offered"
2815,"oftenly,often"
2816,"oging,going,"
2817,ogling
2818,"olther,other"
2819,"omision,omission"
2820,"omited,omitted"
2821,"omiting,omitting"
2822,"omlette,omelette"
2823,"ommision,omission"
2824,"ommited,omitted"
2825,"ommiting,omitting"
2826,"ommitted,omitted"
2827,"ommitting,omitting"
2828,"omniverous,omnivorous"
2829,"omniverously,omnivorously"
2830,"omre,more"
2831,"onot,note,"
2832,not
2833,"onyl,only"
2834,"openess,openness"
2835,"oponent,opponent"
2836,"oportunity,opportunity"
2837,"opose,oppose"
2838,"oposite,opposite"
2839,"oposition,opposition"
2840,"oppenly,openly"
2841,"oppinion,opinion"
2842,"opponant,opponent"
2843,"oppononent,opponent"
2844,"oppositition,opposition"
2845,"oppossed,opposed"
2846,"opprotunity,opportunity"
2847,"opression,oppression"
2848,"opressive,oppressive"
2849,"opthalmic,ophthalmic"
2850,"opthalmologist,ophthalmologist"
2851,"opthalmology,ophthalmology"
2852,"opthamologist,ophthalmologist"
2853,"optmizations,optimizations"
2854,"optomism,optimism"
2855,"orded,ordered"
2856,"organim,organism"
2857,"organistion,organisation"
2858,"organiztion,organization"
2859,"orgin,origin,"
2860,organ
2861,"orginal,original"
2862,"orginally,originally"
2863,"orginize,organise"
2864,"oridinarily,ordinarily"
2865,"origanaly,originally"
2866,"originall,original,"
2867,originally
2868,"originaly,originally"
2869,"originially,originally"
2870,"originnally,originally"
2871,"origional,original"
2872,"orignally,originally"
2873,"orignially,originally"
2874,"otehr,other"
2875,"otherwordly,otherworldly"
2876,"oublisher,publisher"
2877,"ouevre,oeuvre"
2878,"oustanding,outstanding"
2879,"overshaddowed,overshadowed"
2880,"overthere,over"
2881,there
2882,"overwelming,overwhelming"
2883,"overwheliming,overwhelming"
2884,"owrk,work"
2885,"owudl,would"
2886,"oxigen,oxygen"
2887,"oximoron,oxymoron"
2888,"paide,paid"
2889,"paitience,patience"
2890,"palce,place,"
2891,palace
2892,"paleolitic,paleolithic"
2893,"paliamentarian,parliamentarian"
2894,"Palistian,Palestinian"
2895,"Palistinian,Palestinian"
2896,"Palistinians,Palestinians"
2897,"pallete,palette"
2898,"pamflet,pamphlet"
2899,"pamplet,pamphlet"
2900,"pantomine,pantomime"
2901,"Papanicalou,Papanicolaou"
2902,"paralel,parallel"
2903,"paralell,parallel"
2904,"paralelly,parallelly"
2905,"paralely,parallelly"
2906,"parallely,parallelly"
2907,"paranthesis,parenthesis"
2908,"paraphenalia,paraphernalia"
2909,"parellels,parallels"
2910,"parisitic,parasitic"
2911,"parituclar,particular"
2912,"parliment,parliament"
2913,"parrakeets,parakeets"
2914,"parralel,parallel"
2915,"parrallel,parallel"
2916,"parrallell,parallel"
2917,"parrallelly,parallelly"
2918,"parrallely,parallelly"
2919,"partialy,partially"
2920,"particually,particularly"
2921,"particualr,particular"
2922,"particuarly,particularly"
2923,"particularily,particularly"
2924,"particulary,particularly"
2925,"pary,party"
2926,"pased,passed"
2927,"pasengers,passengers"
2928,"passerbys,passersby"
2929,"pasttime,pastime"
2930,"pastural,pastoral"
2931,"paticular,particular"
2932,"pattented,patented"
2933,"pavillion,pavilion"
2934,"payed,paid"
2935,"pblisher,publisher"
2936,"pbulisher,publisher"
2937,"peacefuland,peaceful"
2938,and
2939,"peageant,pageant"
2940,"peaple,people"
2941,"peaples,peoples"
2942,"peculure,peculiar"
2943,"pedestrain,pedestrian"
2944,"peformed,performed"
2945,"peice,piece"
2946,"Peloponnes,Peloponnesus"
2947,"penatly,penalty"
2948,"penerator,penetrator"
2949,"penisula,peninsula"
2950,"penisular,peninsular"
2951,"penninsula,peninsula"
2952,"penninsular,peninsular"
2953,"pennisula,peninsula"
2954,"Pennyslvania,Pennsylvania"
2955,"pensle,pencil"
2956,"pensinula,peninsula"
2957,"peom,poem"
2958,"peoms,poems"
2959,"peopel,people"
2960,"peopels,peoples"
2961,"peotry,poetry"
2962,"perade,parade"
2963,"percepted,perceived"
2964,"percieve,perceive"
2965,"percieved,perceived"
2966,"pereguine,peregrine"
2967,"perenially,perennially"
2968,"peretrator,perpetrator"
2969,"perfomance,performance"
2970,"perfomers,performers"
2971,"performence,performance"
2972,"performes,performed,"
2973,performs
2974,"perhasp,perhaps"
2975,"perheaps,perhaps"
2976,"perhpas,perhaps"
2977,"peripathetic,peripatetic"
2978,"peristent,persistent"
2979,"perjery,perjury"
2980,"perjorative,pejorative"
2981,"permanant,permanent"
2982,"permenant,permanent"
2983,"permenantly,permanently"
2984,"permissable,permissible"
2985,"perogative,prerogative"
2986,"peronal,personal"
2987,"perpertrated,perpetrated"
2988,"perosnality,personality"
2989,"perphas,perhaps"
2990,"perpindicular,perpendicular"
2991,"persan,person"
2992,"perseverence,perseverance"
2993,"persistance,persistence"
2994,"persistant,persistent"
2995,"personel,personnel,"
2996,personal
2997,"personell,personnel"
2998,"personnell,personnel"
2999,"persuded,persuaded"
3000,"persue,pursue"
3001,"persued,pursued"
3002,"persuing,pursuing"
3003,"persuit,pursuit"
3004,"persuits,pursuits"
3005,"pertubation,perturbation"
3006,"pertubations,perturbations"
3007,"pessiary,pessary"
3008,"petetion,petition"
3009,"Pharoah,Pharaoh"
3010,"phenomenom,phenomenon"
3011,"phenomenonal,phenomenal"
3012,"phenomenonly,phenomenally"
3013,"phenomonenon,phenomenon"
3014,"phenomonon,phenomenon"
3015,"phenonmena,phenomena"
3016,"Philipines,Philippines"
3017,"philisopher,philosopher"
3018,"philisophical,philosophical"
3019,"philisophy,philosophy"
3020,"Phillipine,Philippine"
3021,"Phillipines,Philippines"
3022,"Phillippines,Philippines"
3023,"phillosophically,philosophically"
3024,"philospher,philosopher"
3025,"philosphies,philosophies"
3026,"philosphy,philosophy"
3027,"Phonecian,Phoenecian"
3028,"phongraph,phonograph"
3029,"phylosophical,philosophical"
3030,"physicaly,physically"
3031,"piblisher,publisher"
3032,"pich,pitch"
3033,"pilgrimmage,pilgrimage"
3034,"pilgrimmages,pilgrimages"
3035,"pinapple,pineapple"
3036,"pinnaple,pineapple"
3037,"pinoneered,pioneered"
3038,"plagarism,plagiarism"
3039,"planation,plantation"
3040,"planed,planned"
3041,"plantiff,plaintiff"
3042,"plateu,plateau"
3043,"plausable,plausible"
3044,"playright,playwright"
3045,"playwrite,playwright"
3046,"playwrites,playwrights"
3047,"pleasent,pleasant"
3048,"plebicite,plebiscite"
3049,"plesant,pleasant"
3050,"poenis,penis"
3051,"poeoples,peoples"
3052,"poety,poetry"
3053,"poisin,poison"
3054,"polical,political"
3055,"polinator,pollinator"
3056,"polinators,pollinators"
3057,"politican,politician"
3058,"politicans,politicians"
3059,"poltical,political"
3060,"polute,pollute"
3061,"poluted,polluted"
3062,"polutes,pollutes"
3063,"poluting,polluting"
3064,"polution,pollution"
3065,"polyphonyic,polyphonic"
3066,"polysaccaride,polysaccharide"
3067,"polysaccharid,polysaccharide"
3068,"pomegranite,pomegranate"
3069,"pomotion,promotion"
3070,"poportional,proportional"
3071,"popoulation,population"
3072,"popularaty,popularity"
3073,"populare,popular"
3074,"populer,popular"
3075,"porshan,portion"
3076,"porshon,portion"
3077,"portait,portrait"
3078,"portayed,portrayed"
3079,"portraing,portraying"
3080,"Portugese,Portuguese"
3081,"portuguease,portuguese"
3082,"portugues,Portuguese"
3083,"posess,possess"
3084,"posessed,possessed"
3085,"posesses,possesses"
3086,"posessing,possessing"
3087,"posession,possession"
3088,"posessions,possessions"
3089,"posion,poison"
3090,"positon,position,"
3091,positron
3092,"possable,possible"
3093,"possably,possibly"
3094,"posseses,possesses"
3095,"possesing,possessing"
3096,"possesion,possession"
3097,"possessess,possesses"
3098,"possibile,possible"
3099,"possibilty,possibility"
3100,"possiblility,possibility"
3101,"possiblilty,possibility"
3102,"possiblities,possibilities"
3103,"possiblity,possibility"
3104,"possition,position"
3105,"Postdam,Potsdam"
3106,"posthomous,posthumous"
3107,"postion,position"
3108,"postive,positive"
3109,"potatos,potatoes"
3110,"potrait,portrait"
3111,"potrayed,portrayed"
3112,"poulations,populations"
3113,"poverful,powerful"
3114,"poweful,powerful"
3115,"powerfull,powerful"
3116,"ppublisher,publisher"
3117,"practial,practical"
3118,"practially,practically"
3119,"practicaly,practically"
3120,"practicioner,practitioner"
3121,"practicioners,practitioners"
3122,"practicly,practically"
3123,"practioner,practitioner"
3124,"practioners,practitioners"
3125,"prairy,prairie"
3126,"prarie,prairie"
3127,"praries,prairies"
3128,"pratice,practice"
3129,"preample,preamble"
3130,"precedessor,predecessor"
3131,"preceed,precede"
3132,"preceeded,preceded"
3133,"preceeding,preceding"
3134,"preceeds,precedes"
3135,"precentage,percentage"
3136,"precice,precise"
3137,"precisly,precisely"
3138,"precurser,precursor"
3139,"predecesors,predecessors"
3140,"predicatble,predictable"
3141,"predicitons,predictions"
3142,"predomiantly,predominately"
3143,"prefered,preferred"
3144,"prefering,preferring"
3145,"preferrably,preferably"
3146,"pregancies,pregnancies"
3147,"preiod,period"
3148,"preliferation,proliferation"
3149,"premeire,premiere"
3150,"premeired,premiered"
3151,"premillenial,premillennial"
3152,"preminence,preeminence"
3153,"premission,permission"
3154,"Premonasterians,Premonstratensians"
3155,"preocupation,preoccupation"
3156,"prepair,prepare"
3157,"prepartion,preparation"
3158,"prepatory,preparatory"
3159,"preperation,preparation"
3160,"preperations,preparations"
3161,"preriod,period"
3162,"presedential,presidential"
3163,"presense,presence"
3164,"presidenital,presidential"
3165,"presidental,presidential"
3166,"presitgious,prestigious"
3167,"prespective,perspective"
3168,"prestigeous,prestigious"
3169,"prestigous,prestigious"
3170,"presumabely,presumably"
3171,"presumibly,presumably"
3172,"pretection,protection"
3173,"prevelant,prevalent"
3174,"preverse,perverse"
3175,"previvous,previous"
3176,"pricipal,principal"
3177,"priciple,principle"
3178,"priestood,priesthood"
3179,"primarly,primarily"
3180,"primative,primitive"
3181,"primatively,primitively"
3182,"primatives,primitives"
3183,"primordal,primordial"
3184,"principlaity,principality"
3185,"principaly,principality"
3186,"principial,principal"
3187,"principly,principally"
3188,"prinicipal,principal"
3189,"privalege,privilege"
3190,"privaleges,privileges"
3191,"priveledges,privileges"
3192,"privelege,privilege"
3193,"priveleged,privileged"
3194,"priveleges,privileges"
3195,"privelige,privilege"
3196,"priveliged,privileged"
3197,"priveliges,privileges"
3198,"privelleges,privileges"
3199,"privilage,privilege"
3200,"priviledge,privilege"
3201,"priviledges,privileges"
3202,"privledge,privilege"
3203,"privte,private"
3204,"probabilaty,probability"
3205,"probablistic,probabilistic"
3206,"probablly,probably"
3207,"probalibity,probability"
3208,"probaly,probably"
3209,"probelm,problem"
3210,"proccess,process"
3211,"proccessing,processing"
3212,"procede,proceed,"
3213,precede
3214,"proceded,proceeded,"
3215,preceded
3216,"procedes,proceeds,"
3217,precedes
3218,"procedger,procedure"
